"SNDB_record_number","SNDB_study_number","notes","latitude","longitude","elevation_m","MAT","MAP","climate_type","biome_name","treatment","treatment_level","lyr_top","lyr_btm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","SOC","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"2752","189",,44.583,87.767,,6.67,262.86,"arid","Deserts & Xeric Shrublands","amendment","Control","0","20",,"Calcisol","cropland",,"Maize-wheat-cotton rotation","2017_to_2020","bulk soil",,,,,,2640,2140,500,,,,,"7.72",,"0.87","8.3",,"28.3","53.2","18.5"
"2753","189",,44.583,87.767,,6.67,262.86,"arid","Deserts & Xeric Shrublands","amendment","NPK: NPK kg/ha: 241.5,60.2,50.4 ; manure t/ha: 0","0","20",,"Calcisol","cropland",,"Maize-wheat-cotton rotation","2017_to_2020","bulk soil",,,,,,2940,2090,850,,,,,"9.09",,"1.05","7.85",,"28.3","53.2","18.5"
"2754","189",,44.583,87.767,,6.67,262.86,"arid","Deserts & Xeric Shrublands","amendment","NPK: NPK kg/ha: 241.5,60.2,50.4 ; manure t/ha: 0","0","20",,"Calcisol","cropland",,"Maize-wheat-cotton rotation","2017_to_2020","bulk soil",,,,,,3140,2380,760,,,,,"9.02",,"1.03","7.8",,"28.3","53.2","18.5"
"2755","189",,44.583,87.767,,6.67,262.86,"arid","Deserts & Xeric Shrublands","amendment","NPK: NPK kg/ha: 241.5,60.2,50.4 ; manure t/ha: 0","0","20",,"Calcisol","cropland",,"Maize-wheat-cotton rotation","2017_to_2020","bulk soil",,,,,,2620,1990,630,,,,,"8.99",,"0.99","7.84",,"28.3","53.2","18.5"
"2756","189",,44.583,87.767,,6.67,262.86,"arid","Deserts & Xeric Shrublands","amendment","NPKM: NPK kg/ha: 84.9,22.4,10.1 ; manure t/ha: 30","0","20",,"Calcisol","cropland",,"Maize-wheat-cotton rotation","2017_to_2020","bulk soil",,,,,,6540,3400,3140,,,,,"19.52",,"2.15","8.28",,"28.3","53.2","18.5"
"2757","189",,44.583,87.767,,6.67,262.86,"arid","Deserts & Xeric Shrublands","amendment","NPKM: NPK kg/ha: 84.9,22.4,10.1 ; manure t/ha: 30","0","20",,"Calcisol","cropland",,"Maize-wheat-cotton rotation","2017_to_2020","bulk soil",,,,,,6950,3980,2970,,,,,"19.39",,"2.07","8.23",,"28.3","53.2","18.5"
"2758","189",,44.583,87.767,,6.67,262.86,"arid","Deserts & Xeric Shrublands","amendment","NPKM: NPK kg/ha: 84.9,22.4,10.1 ; manure t/ha: 30","0","20",,"Calcisol","cropland",,"Maize-wheat-cotton rotation","2017_to_2020","bulk soil",,,,,,6420,3810,2610,,,,,"18.04",,"2.04","8.27",,"28.3","53.2","18.5"
"2759","186",,38.783,110.367,,7.89,423.94,"arid","Montane Grasslands & Shrublands",,"NT","0","20",,"Calcic Cambisol",,,,"2020","bulk soil",,47.82,3.13,21.18,5.97,531,390.2,140.8,,,,,,,,,,,,
"2760","186",,38.783,110.367,,7.89,423.94,"arid","Montane Grasslands & Shrublands",,"NSM","0","20",,"Calcic Cambisol",,,,"2020","bulk soil",,96.99,5.11,38.55,9.76,1037.3,807.3,230,,,,,,,,,,,,
"2761","186",,38.783,110.367,,7.89,423.94,"arid","Montane Grasslands & Shrublands",,"NPM","0","20",,"Calcic Cambisol",,,,"2020","bulk soil",,70.2,4.31,29.58,7.59,770.4,576.5,193.9,,,,,,,,,,,,
"2762","186",,38.783,110.367,,7.89,423.94,"arid","Montane Grasslands & Shrublands",,"NRM","0","20",,"Calcic Cambisol",,,,"2020","bulk soil",,63.53,4.02,26.82,6.11,701.1,520.2,180.9,,,,,,,,,,,,
"2763","186",,38.783,110.367,,7.89,423.94,"arid","Montane Grasslands & Shrublands",,"NT","0","20",,"Calcic Cambisol",,,,"2020","rhizosphere",,58.55,4.63,22.78,9.62,675.8,467.5,208.3,,,,,,,,,,,,
"2764","186",,38.783,110.367,,7.89,423.94,"arid","Montane Grasslands & Shrublands",,"NSM","0","20",,"Calcic Cambisol",,,,"2020","rhizosphere",,72.27,5.3,31.98,14.53,820.9,582.4,238.5,,,,,,,,,,,,
"2765","186",,38.783,110.367,,7.89,423.94,"arid","Montane Grasslands & Shrublands",,"NPM","0","20",,"Calcic Cambisol",,,,"2020","rhizosphere",,79.69,4.99,31.46,5.38,877.8,653.2,224.6,,,,,,,,,,,,
"2766","186",,38.783,110.367,,7.89,423.94,"arid","Montane Grasslands & Shrublands",,"NRM","0","20",,"Calcic Cambisol",,,,"2020","rhizosphere",,91.91,5.06,30.89,7.59,989.9,762.2,227.7,,,,,,,,,,,,
"2767","208",,27.99,120.97,,,,"temperate",,,,"0","4",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1470,910,560,,,,,,"6.67",,,,"28.37","59.57","12.06"
"2768","208",,27.99,120.97,,,,"temperate",,,,"4","8",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1420,1020,400,,,,,,"6.31",,,,"28.3","60.07","11.64"
"2769","208",,27.99,120.97,,,,"temperate",,,,"8","12",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1260,1000,260,,,,,,"6.16",,,,"24.1","62.75","13.16"
"2770","208",,27.99,120.97,,,,"temperate",,,,"12","16",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1250,1000,250,,,,,,"5.21",,,,"26.33","60.83","12.85"
"2771","208",,27.99,120.97,,,,"temperate",,,,"16","20",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1230,950,280,,,,,,"5.54",,,,"30.38","55.96","13.66"
"2772","208",,27.99,120.97,,,,"temperate",,,,"20","24",,,"wetland","coastal wetland",,,"bulk soil",,,,,,940,810,130,,,,,,"6.65",,,,"29.18","55.76","15.06"
"2773","208",,27.99,120.97,,,,"temperate",,,,"24","28",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1150,990,160,,,,,,"5.04",,,,"26.2","60.1","13.7"
"2774","208",,27.99,120.97,,,,"temperate",,,,"28","32",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1220,980,240,,,,,,"6",,,,"24.51","57.42","18.08"
"2775","208",,27.99,120.97,,,,"temperate",,,,"32","36",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1030,860,170,,,,,,"4.82",,,,"19.41","55.05","25.54"
"2776","208",,27.99,120.97,,,,"temperate",,,,"36","40",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1150,1000,150,,,,,,"4.87",,,,"25.41","57.54","17.05"
"2777","208",,27.99,120.97,,,,"temperate",,,,"40","44",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1220,930,290,,,,,,"5.27",,,,"25.37","60","14.63"
"2778","208",,27.99,120.97,,,,"temperate",,,,"44","48",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1100,910,190,,,,,,"5.35",,,,"23.75","58.78","17.48"
"2779","208",,27.99,120.97,,,,"temperate",,,,"48","52",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1160,960,200,,,,,,"6.31",,,,"31.59","59.88","8.53"
"2780","208",,27.99,120.97,,,,"temperate",,,,"52","56",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1060,870,190,,,,,,"3.73",,,,"21.39","58.85","19.76"
"2781","208",,27.99,120.97,,,,"temperate",,,,"56","60",,,"wetland","coastal wetland",,,"bulk soil",,,,,,810,630,180,,,,,,"4.61",,,,"17.76","62.12","20.12"
"2782","208",,27.99,120.97,,,,"temperate",,,,"60","64",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1090,800,290,,,,,,"4.71",,,,"26.01","59.65","14.35"
"2783","208",,27.99,120.97,,,,"temperate",,,,"64","68",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1130,900,230,,,,,,"5.12",,,,"30.65","59.56","9.79"
"2784","208",,27.99,120.97,,,,"temperate",,,,"68","72",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1230,1070,160,,,,,,"6.31",,,,"31.21","55.97","12.82"
"2785","208",,27.99,120.97,,,,"temperate",,,,"72","76",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1150,1000,150,,,,,,"6.6",,,,"36.47","58.52","5.01"
"2786","208",,27.99,120.97,,,,"temperate",,,,"76","80",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1190,1040,150,,,,,,"6.65",,,,"25.95","56.64","17.41"
"2787","208",,27.99,120.97,,,,"temperate",,,,"80","84",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1300,990,310,,,,,,"7.01",,,,"32.46","61.28","6.26"
"2788","208",,27.99,120.97,,,,"temperate",,,,"84","88",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1470,1140,330,,,,,,"6.96",,,,"31.26","57.91","10.83"
"2789","208",,27.99,120.97,,,,"temperate",,,,"88","92",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1390,1160,230,,,,,,"7.11",,,,"32.81","57.98","9.21"
"2790","208",,27.99,120.97,,,,"temperate",,,,"92","96",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1330,1220,110,,,,,,"8",,,,"29.99","57.41","12.6"
"2791","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"0","4",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1770,1570,200,,,,,"8.56",,,,,"41.45","54.61","3.95"
"2792","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"4","8",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1890,1620,270,,,,,"8.59",,,,,"34.81","55.45","9.74"
"2793","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"8","12",,,"wetland","coastal wetland",,,"bulk soil",,,,,,2020,1830,190,,,,,"8.82",,,,,"47.06","52.04","0.9"
"2794","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"12","16",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1960,1700,260,,,,,"7.76",,,,,"43.58","50.56","5.87"
"2795","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"16","20",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1860,1590,270,,,,,"8.46",,,,,"40.77","51.69","7.54"
"2796","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"20","24",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1810,1550,260,,,,,"7.76",,,,,"37.15","58.39","4.47"
"2797","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"24","28",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1850,1640,210,,,,,"8.59",,,,,"35.62","60.01","4.37"
"2798","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"28","32",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1770,1500,270,,,,,"8.29",,,,,"36.99","51.13","11.88"
"2799","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"32","36",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1630,1490,140,,,,,"7.68",,,,,"42.69","54.81","2.51"
"2800","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"36","40",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1670,1500,170,,,,,"7.67",,,,,"38.67","54.33","7"
"2801","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"40","44",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1640,1340,300,,,,,"7.85",,,,,"40.08","55.98","3.94"
"2802","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"44","48",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1780,1620,160,,,,,"7.66",,,,,"42.56","55.34","2.1"
"2803","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"48","52",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1710,1560,150,,,,,"7.86",,,,,"40.28","56.07","3.65"
"2804","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"52","56",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1800,1660,140,,,,,"7.47",,,,,"39.87","55.96","4.17"
"2805","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"56","60",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1650,1530,120,,,,,"8.19",,,,,"41.23","56.27","2.49"
"2806","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"60","64",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1930,1780,150,,,,,"7.64",,,,,"39.04","58.68","2.28"
"2807","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"64","68",,,"wetland","coastal wetland",,,"bulk soil",,,,,,2000,1750,250,,,,,"7.37",,,,,"39.85","59.03","1.12"
"2808","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"68","72",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1760,1620,140,,,,,"7.61",,,,,"42.21","51.82","5.98"
"2809","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"72","76",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1930,1770,160,,,,,"7.34",,,,,"41.64","56.35","2.01"
"2810","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"76","80",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1900,1710,190,,,,,"7.42",,,,,"39.91","56.6","3.49"
"2811","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"80","84",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1770,1620,150,,,,,"7.29",,,,,"38.44","57.02","4.54"
"2812","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"84","88",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1760,1600,160,,,,,"7.6",,,,,"39.91","56.82","3.27"
"2813","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"88","92",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1570,1420,150,,,,,"7.87",,,,,"39.74","56.86","3.41"
"2814","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"92","96",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1740,1610,130,,,,,"7.51",,,,,"37.58","52.83","9.59"
"2815","208",,26.6,119.63,,19.85,1659.72,"temperate",,,,"96","100",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1810,1650,160,,,,,"7.35",,,,,"40.19","56.89","2.92"
"2816","208",,26.1,119.64,,,,"temperate",,,,"0","5",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1598.576,1210.9637,387.6123,,,,,"7.06674",,,,,"17.258","50.521","32.222"
"2817","208",,26.1,119.64,,,,"temperate",,,,"5","10",,,"wetland","coastal wetland",,,"bulk soil",,,,,,718.4806,588.6518,129.8288,,,,,"4.6006064",,,,,"7.336","53.191","39.473"
"2818","208",,26.1,119.64,,,,"temperate",,,,"10","15",,,"wetland","coastal wetland",,,"bulk soil",,,,,,615.8151,532.7484,83.0667,,,,,"4.1670156",,,,,"7.779","50.332","41.889"
"2819","208",,26.1,119.64,,,,"temperate",,,,"15","20",,,"wetland","coastal wetland",,,"bulk soil",,,,,,896.69,804.1147,92.5753,,,,,"4.6673455",,,,,"7.539","50.022","42.439"
"2820","208",,26.1,119.64,,,,"temperate",,,,"20","25",,,"wetland","coastal wetland",,,"bulk soil",,,,,,830.3802,750.4513,79.9289,,,,,"3.4894674",,,,,"14.943","52.293","32.764"
"2821","208",,26.1,119.64,,,,"temperate",,,,"25","30",,,"wetland","coastal wetland",,,"bulk soil",,,,,,775.9097,696.7546,79.1551,,,,,"4.1791071",,,,,"8.068","47.358","44.573"
"2822","208",,26.1,119.64,,,,"temperate",,,,"30","35",,,"wetland","coastal wetland",,,"bulk soil",,,,,,939.4663,839.1912,100.2751,,,,,"3.8708072",,,,,"6.944","39.494","53.562"
"2823","208",,26.1,119.64,,,,"temperate",,,,"35","40",,,"wetland","coastal wetland",,,"bulk soil",,,,,,823.4018,725.687,97.7148,,,,,"3.4957479",,,,,"10.134","43.404","46.462"
"2824","208",,26.1,119.64,,,,"temperate",,,,"40","45",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1042.1148,905.6243,136.4905,,,,,"4.4218099",,,,,"10.211","43.013","46.776"
"2825","208",,26.1,119.64,,,,"temperate",,,,"45","50",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1431.0435,1269.767,161.2765,,,,,"5.6908997",,,,,"14.388","42.221","43.39"
"2826","208",,26.1,119.64,,,,"temperate",,,,"50","55",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1271.9578,1027.098,244.8598,,,,,"4.738558",,,,,"14.982","41.821","43.197"
"2827","208",,26.1,119.64,,,,"temperate",,,,"55","60",,,"wetland","coastal wetland",,,"bulk soil",,,,,,364.6026,337.8374,26.7652,,,,,"0.8251948",,,,,"6.841","17.569","75.59"
"2828","208",,26.1,119.64,,,,"temperate",,,,"60","65",,,"wetland","coastal wetland",,,"bulk soil",,,,,,494.0178,459.7234,34.2944,,,,,"1.4415078",,,,,"8.74","20.538","70.723"
"2829","208",,26.1,119.64,,,,"temperate",,,,"65","70",,,"wetland","coastal wetland",,,"bulk soil",,,,,,581.0113,535.0798,45.9315,,,,,"1.8636483",,,,,"10.973","25.276","63.752"
"2830","208",,26.1,119.64,,,,"temperate",,,,"70","75",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1268.4732,1193.8364,74.6368,,,,,"5.2375473",,,,,"15.243","37.973","46.784"
"2831","208",,26.1,119.64,,,,"temperate",,,,"75","80",,,"wetland","coastal wetland",,,"bulk soil",,,,,,1520.5538,1427.5463,93.0075,,,,,"6.337253",,,,,"15.358","44.891","39.751"
"2832","208",,26.1,119.64,,,,"temperate",,,,"80","85",,,"wetland","coastal wetland",,,"bulk soil",,,,,,2169.6249,1994.017,175.6079,,,,,"9.4064251",,,,,"32.01","46.978","21.012"
"2833","208",,26.1,119.64,,,,"temperate",,,,"85","90",,,"wetland","coastal wetland",,,"bulk soil",,,,,,2598.3323,2359.6281,238.7042,,,,,"11.494635",,,,,"26.748","59.869","13.384"
"2834","208",,26.1,119.64,,,,"temperate",,,,"90","95",,,"wetland","coastal wetland",,,"bulk soil",,,,,,2461.7849,2236.2644,225.5205,,,,,"10.596228",,,,,"31.674","56.814","11.513"
"2835","208",,26.1,119.64,,,,"temperate",,,,"95","100",,,"wetland","coastal wetland",,,"bulk soil",,,,,,2268.196,2067.5401,200.6559,,,,,"10.055116",,,,,"28.207","61.119","10.674"
"2836","212",,,,,,,,,"amendment","control",,,,,,,,,,,101.29,5.35,53.1,2.11,1083.6,842.9,240.7,,,,,"6.54",,"1.01","7.62",,,,
"2837","212",,,,,,,,,"amendment","black",,,,,,,,,,,101.37,3.1,48.15,2.12,1012,872.5,139.5,,,,,"5.67",,"0.98","7.58",,,,
"2838","212",,,,,,,,,"amendment","black+shed",,,,,,,,,,,96.33,3.28,46.88,3.04,972.5,824.9,147.6,,,,,"6.14",,"0.93","7.76",,,,
"2839","212",,,,,,,,,"amendment","white",,,,,,,,,,,120.74,3.6,53.3,3.36,1202.4,1040.4,162,,,,,"6.97",,"0.86","7.58",,,,
"2840","212",,,,,,,,,"amendment","white+shed",,,,,,,,,,,105.3,4.11,53.72,2.59,1079.9,894.9,185,,,,,"6.12",,"0.98","7.69",,,,
"2841","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,191,15,,,2201.4,1526.4,675,,,,,,,,,,,,
"2842","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,148,16,,,1846.6,1126.6,720,,,,,,,,,,,,
"2843","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,196,21,,,2439.4,1494.4,945,,,,,,,,,,,,
"2844","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,83,8,,,1004.3,644.3,360,,,,,,,,,,,,
"2845","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,224,17,,,2562.8,1797.8,765,,,,,,,,,,,,
"2846","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,262,19,,,2969.1,2114.1,855,,,,,,,,,,,,
"2847","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,344,25,,,3900.1,2775.1,1125,,,,,,,,,,,,
"2848","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,228,18,,,2630.9,1820.9,810,,,,,,,,,,,,
"2849","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,287,23,,,3322.7,2287.7,1035,,,,,,,,,,,,
"2850","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,197,15,,,2255.4,1580.4,675,,,,,,,,,,,,
"2851","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,322,22,,,3605.6,2615.6,990,,,,,,,,,,,,
"2852","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,167,15,,,1985.4,1310.4,675,,,,,,,,,,,,
"2853","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,193,15,,,2219.4,1544.4,675,,,,,,,,,,,,
"2854","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,124,9,,,1405.5,1000.5,405,,,,,,,,,,,,
"2855","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,490,26,,,5246.2,4076.2,1170,,,,,,,,,,,,
"2856","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,258,17,,,2868.8,2103.8,765,,,,,,,,,,,,
