"SNDB_record_number","SNDB_study_number","notes","latitude","longitude","elevation_m","MAT","MAP","climate_type","biome_name","treatment","treatment_level","lyr_top","lyr_btm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","SOC","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"3381","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,77.63,64.4,13.23,,,"2415.609",,,,,"6.215",,,,
"3382","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,35.733,19.149,16.584,,,"2065.009",,,,,"6.445",,,,
"3383","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,60.675,45.862,14.813,,,"2700.857",,,,,"6.765",,,,
"3384","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,40.012,29.369,10.643,,,"1313.003",,,,,"6.91",,,,
"3385","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,59.452,47.382,12.07,,,"2353.053",,,,,"6.665",,,,
"3386","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,24.774,12.686,12.088,,,"1805.508",,,,,"6.51",,,,
"3387","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,39.179,17.731,21.448,,,"3430.047",,,,,"7.205",,,,
"3388","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,46.134,35.138,10.996,,,"1145.182",,,,,"7.095",,,,
"3389","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,31.608,20.633,10.975,,,"2165.72",,,,,"6.815",,,,
"3390","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,21.295,14.395,6.9,,,"669.234",,,,,"6.625",,,,
"3391","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,23.248,12.908,10.34,,,"1228.372",,,,,"6.885",,,,
"3392","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,28.453,22.004,6.449,,,"771.731",,,,,"7.22",,,,
"3393","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,21.696,14.336,7.36,,,"1433.718",,,,,"6.348",,,,
"3394","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,18.692,13.091,5.601,,,"951.163",,,,,"7.015",,,,
"3395","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,42.545,18.026,24.519,,,"2022.062",,,,,"7.475",,,,
"3396","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,45.639,33.016,12.623,,,"1688.57",,,,,"7.375",,,,
"3397","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,37.74,18.432,19.308,,,"1927.732",,,,,"7.225",,,,
"3398","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,28.423,16.107,12.316,,,"986.674",,,,,"6.845",,,,
"3399","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,37.336,29.566,7.77,,,"2839.113",,,,,"6.805",,,,
"3400","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,39.94,23.931,16.009,,,"1819.759",,,,,"6.97",,,,
"3401","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,39.612,27.597,12.015,,,"1883.175",,,,,"6.655",,,,
"3402","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,24.179,18.207,5.972,,,"745.61",,,,,"6.705",,,,
"3403","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,28.476,22.105,6.371,,,"2972.313",,,,,"6.99",,,,
"3404","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,32.831,21.525,11.306,,,"1603.863",,,,,"6.91",,,,
"3405","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,38.81,22.988,15.822,,,"3359.559",,,,,"6.7",,,,
"3406","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,29.734,21.153,8.581,,,"2454.043",,,,,"6.695",,,,
"3407","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,35.174,18.044,17.13,,,"1718.354",,,,,"6.975",,,,
"3408","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,23.544,13.091,10.453,,,"744.352",,,,,"7.165",,,,
"3409","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,27.022,18.34,8.682,,,"1987.43",,,,,"6.91",,,,
"3410","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,32.175,20.059,12.116,,,"1137.496",,,,,"7.025",,,,
"3411","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,30.246,12.105,18.141,,,"2525.278",,,,,"7.28",,,,
"3412","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,33.179,12.031,21.148,,,"2128.793",,,,,"6.955",,,,
"3413","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,21.414,15.654,5.76,,,"3030.543",,,,,"6.3",,,,
"3414","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,19.615,6.954,12.661,,,"1390.937",,,,,"6.35",,,,
"3415","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,13.599,8.792,4.807,,,"1994.331",,,,,"7.045",,,,
"3416","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,19.608,8.763,10.845,,,"1449.593",,,,,"7.395",,,,
"3417","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,9.621,6.097,3.524,,,"1826.995",,,,,"6.401",,,,
"3418","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,7.239,3.444,3.795,,,"1193.53",,,,,"6.585",,,,
"3419","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,22.465,16.077,6.388,,,"2170.443",,,,,"7.34",,,,
"3420","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,27.782,11.939,15.843,,,"1976.832",,,,,"7.22",,,,
"3421","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,9.407,4.68,4.727,,,"1926.075",,,,,"7.225",,,,
"3422","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,13.139,5.622,7.517,,,"1042.403",,,,,"6.99",,,,
"3423","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,22.379,14.828,7.551,,,"2781.764",,,,,"7.32",,,,
"3424","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,17.653,8.164,9.489,,,"2054.716",,,,,"7.235",,,,
"3425","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,18.301,11.378,6.923,,,"2675.809",,,,,"6.885",,,,
"3426","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,13.128,5.912,7.216,,,"1136.257",,,,,"6.725",,,,
"3427","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,34.783,15.247,19.536,,,"3507.607",,,,,"7.14",,,,
"3428","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,29.495,9.976,19.519,,,"4934.901",,,,,"7.57",,,,
"3429","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,16.935,9.51,7.425,,,"4006.642",,,,,"6.605",,,,
"3430","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,19.391,3.72,15.671,,,"1205.063",,,,,"6.67",,,,
"3431","191",,,,"910",,,,,"warming","Control","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,32.354,16,16.354,,,"2106.151",,,,,"7.15",,,,
"3432","191",,,,"910",,,,,"warming","Control","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,19.905,7.985,11.92,,,"1551.993",,,,,"7.555",,,,
"3433","191",,,,"910",,,,,"warming","Warming","0","10",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,19.297,12.418,6.879,,,"2134.136",,,,,"6.455",,,,
"3434","191",,,,"910",,,,,"warming","Warming","10","20",,"Rendzic Leptosols","forest",,"Picea abies, Fagus sylvatica, Albies alba","2019","bulk soil",,,,,,19.195,6.658,12.537,,,"1262.19",,,,,"6.795",,,,
"3435","204",,18.731,108.905,,24.17,1070.89,"equatorial","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"forest",,"Livistona saribus, Gironniera subaequalis, Cryptocarya chinensis, Alseodaphne hainanensis and Prismatomeris tetrandra",,,,,,,,9500,7800,1700,,,,,,,"2.6","4.6",,"10.3","29.5","60.2"
"3436","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,38535.2,,,,,,,,,,,,,,
"3437","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,182662.2,,,,,,,,,,,,,,
"3438","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,112523.1,,,,,,,,,,,,,,
"3439","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,70636.8,,,,,,,,,,,,,,
"3440","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,78048,,,,,,,,,,,,,,
"3441","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,74487.6,,,,,,,,,,,,,,
"3442","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,17003.1,,,,,,,,,,,,,,
"3443","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,67391.1,,,,,,,,,,,,,,
"3444","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,86211,,,,,,,,,,,,,,
"3445","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,72518.3,,,,,,,,,,,,,,
"3446","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,125132,,,,,,,,,,,,,,
"3447","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,104319.6,,,,,,,,,,,,,,
"3448","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,16756,,,,,,,,,,,,,,
"3449","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,5833.9,,,,,,,,,,,,,,
"3450","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,29508.6,,,,,,,,,,,,,,
"3451","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,61380,,,,,,,,,,,,,,
"3452","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,40285.2,,,,,,,,,,,,,,
"3453","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,36701.1,,,,,,,,,,,,,,
"3454","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,10177.4,,,,,,,,,,,,,,
"3455","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,10156.8,,,,,,,,,,,,,,
"3456","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,4951.8,,,,,,,,,,,,,,
"3457","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,26305.6,,,,,,,,,,,,,,
"3458","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,3451.2,,,,,,,,,,,,,,
"3459","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,12301.8,,,,,,,,,,,,,,
"3460","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,154874.5,,,,,,,,,,,,,,
"3461","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,23930,,,,,,,,,,,,,,
"3462","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,22897.5,,,,,,,,,,,,,,
"3463","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,71679.3,,,,,,,,,,,,,,
"3464","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,34254,,,,,,,,,,,,,,
"3465","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"POM",,,,,,29350.8,,,,,,,,,,,,,,
"3466","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,35901,,,,,,,,,,,,,,
"3467","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,60930,,,,,,,,,,,,,,
"3468","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,124501,,,,,,,,,,,,,,
"3469","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,70925,,,,,,,,,,,,,,
"3470","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,52409.4,,,,,,,,,,,,,,
"3471","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"POM",,,,,,69606,,,,,,,,,,,,,,
"3472","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,3017.5,,,,,,,,,,,,,,
"3473","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,2291,,,,,,,,,,,,,,
"3474","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,3502.8,,,,,,,,,,,,,,
"3475","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,8259.3,,,,,,,,,,,,,,
"3476","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,3623.7,,,,,,,,,,,,,,
"3477","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Alnus glutinosa",,"MAOM",,,,,,688,,,,,,,,,,,,,,
"3478","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,4271.4,,,,,,,,,,,,,,
"3479","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,4802.4,,,,,,,,,,,,,,
"3480","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,5927.6,,,,,,,,,,,,,,
"3481","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,18157.8,,,,,,,,,,,,,,
"3482","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,9810,,,,,,,,,,,,,,
"3483","202","ecosystem = garden",50.233,12.667,,7.43,774.88,"temperate","Temperate Broadleaf & Mixed Forests",,,"5","15",,"Regosols","other",,"Pinus sylvestris",,"MAOM",,,,,,9147.6,,,,,,,,,,,,,,
"3484","215",,30.375,119.433,,14.45,1673.18,"temperate","Temperate Broadleaf & Mixed Forests","management","unmanaged","10","20",,"Ferric Luvisols",,,"bamboo","2021","bulk soil",,2699.42,135.38,865.39,,28649,22556.9,6092.1,,,,,,,,,,,,
"3485","215",,30.375,119.433,,14.45,1673.18,"temperate","Temperate Broadleaf & Mixed Forests","management","extensively managed","10","20",,"Ferric Luvisols",,,"bamboo","2021","bulk soil",,2076.73,45.83,934.85,,20164.5,18102.2,2062.3,,,,,,,,,,,,
"3486","215",,30.375,119.433,,14.45,1673.18,"temperate","Temperate Broadleaf & Mixed Forests","management","intensively managed","10","20",,"Ferric Luvisols",,,"bamboo","2021","bulk soil",,1371.17,29.72,513.46,,13296.4,11959,1337.4,,,,,,,,,,,,
"3487","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","control","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,361.02,18.58,189.31,42.28,3846.8,3010.7,836.1,,,"98.81","20.8","7.9",,"0.7","5.79","CaCl2","10","23","67"
"3488","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","control","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,392.32,20.47,195.92,62.74,4189.2,3268.1,921.1,,,"73.09","16.61","6.7",,"0.6","5.73","CaCl2","10","23","67"
"3489","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","control","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,390.7,20.16,192.7,66.64,4164.7,3257.5,907.2,,,"103.5","22.51","11.5",,"1","6.17","CaCl2","10","23","67"
"3490","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","control","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,310.83,18.32,181.41,42.7,3386.7,2562.3,824.4,,,"96.62","19.5","10.2",,"1","5.87","CaCl2","10","23","67"
"3491","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","N","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,384.87,20.28,192.31,54.54,4116.1,3203.5,912.6,,,"87.19","16.19","9.8",,"0.8","5.01","CaCl2","10","23","67"
"3492","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","N","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,380.16,19.7,193.3,69.79,4055,3168.5,886.5,,,"89.18","18.25","9",,"0.7","5.57","CaCl2","10","23","67"
"3493","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","N","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,393.68,19.55,200.18,72.88,4172,3292.2,879.8,,,"107.93","18.64","9.5",,"0.8","5","CaCl2","10","23","67"
"3494","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","N","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,376.54,19.21,186.94,69.74,4006.8,3142.3,864.5,,,"40.45","9.12","10.6",,"0.9","4.84","CaCl2","10","23","67"
"3495","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","P","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,343.45,18.08,193.73,59.96,3672.6,2859,813.6,,,"72.57","19.62","9.3",,"0.7","5.69","CaCl2","10","23","67"
"3496","199",,55.467,9.117,"63",8,700.94,"temperate","Temperate Broadleaf & Mixed Forests","amendment","P","0","20",,"Orthic Luvisol","cropland",,,"2019","bulk soil",,314.97,16.48,170.81,70.1,3364.8,2623.2,741.6,,,"109.18","27.83","9.9",,"0.8","6.04","CaCl2","10","23","67"
