"SNDB_record_number","SNDB_study_number","notes","Latitude","Longitude","lat_lon_notes","elevation_m","MAT","MAP","ClimateTypes","biome_name","treatment","treatment_level","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","soc","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"1631","109",NA,50.93,121.5,NA,"825",-4.88,451.93,"snow","Temperate Conifer Forests","Larix gmelinii forest",NA,"0","10",NA,"Alfisols","forest",NA,NA,NA,"bulk soil",NA,5129.77,144.681,NA,NA,50821.2932030012,44310.6482030012,6510.645,NA,NA,NA,NA,NA,"322.00","13.1","4.35",NA,"42.35","41.07","16.58"
"1632","110",NA,25.55,107.85,NA,NA,16.47,1385.8,"temperate","Tropical & Subtropical Moist Broadleaf Forests","Maize",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,682.253,38.3878,NA,NA,7374.94068053974,5647.48968053974,1727.451,NA,NA,"529.42","37.72",NA,"14.14","1.7",NA,NA,NA,NA,NA
"1633","110",NA,25.55,107.85,NA,NA,16.47,1385.8,"temperate","Tropical & Subtropical Moist Broadleaf Forests","Sugarcane",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,831.801,57.6796,NA,NA,9341.35327052502,6745.77127052502,2595.582,NA,NA,"549.08","33.36",NA,"17.56","1.9","7.03",NA,NA,NA,NA
"1634","110",NA,25.55,107.85,NA,NA,16.47,1385.8,"temperate","Tropical & Subtropical Moist Broadleaf Forests","Mulberry",NA,"0","10",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,655.958,46.1438,NA,NA,7387.74127597023,5311.27027597023,2076.471,NA,NA,"454.5","37.27",NA,"16.47","2.01","5.99",NA,NA,NA,NA
"1635","110",NA,25.55,107.85,NA,NA,16.47,1385.8,"temperate","Tropical & Subtropical Moist Broadleaf Forests","Forage",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,1158.03,61.3877,NA,NA,12396.6775883971,9634.23108839709,2762.4465,NA,NA,"1041","91.14",NA,"29.42","2.58","6.13",NA,NA,NA,NA
"1636","110",NA,25.55,107.85,NA,NA,16.47,1385.8,"temperate","Tropical & Subtropical Moist Broadleaf Forests","Forest",NA,"0","10",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,2087.26,120.361,NA,NA,22656.5010265096,17240.2560265096,5416.245,NA,NA,"2405.75","175.4",NA,"61.52","3.84","7.15",NA,NA,NA,NA
"1637","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","250-2000um",NA,NA,NA,NA,49694.3528,31919.3528,17775,NA,NA,NA,NA,NA,"136.00",NA,"4.6",NA,NA,"40.5","52.5"
"1638","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","250-2000um",NA,NA,NA,NA,46634.3528,28859.3528,17775,NA,NA,NA,NA,NA,"114.00",NA,"4.6",NA,NA,"40.5","52.5"
"1639","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","<250um",NA,NA,NA,NA,39542.6956,23882.6956,15660,NA,NA,NA,NA,NA,"103.00",NA,"4.7",NA,NA,"40.5","52.5"
"1640","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","2100",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","grassland",NA,NA,NA,"aggregate","250-2000um",NA,NA,NA,NA,26590.5557,19255.5557,7335,NA,NA,NA,NA,NA,"136.00","8.07",NA,NA,NA,"40.5","52.5"
"1641","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","2100",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","grassland",NA,NA,NA,"aggregate","250-2000um",NA,NA,NA,NA,20874.8536,15114.8536,5760,NA,NA,NA,NA,NA,"114.00","7.36",NA,NA,NA,"40.5","52.5"
"1642","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","2100",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","grassland",NA,NA,NA,"aggregate","<250um",NA,NA,NA,NA,19009.0615,13744.0615,5265,NA,NA,NA,NA,NA,"103.00","6.83",NA,NA,NA,"40.5","52.5"
"1643","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","1600",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","250-2000um",NA,NA,NA,NA,9319.96051,6844.96051,2475,NA,NA,NA,NA,NA,"136.00","6.15",NA,NA,NA,"40.5","52.5"
"1644","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","1600",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","250-2000um",NA,NA,NA,NA,7092.84258,5202.84258,1890,NA,NA,NA,NA,NA,"114.00","5.08",NA,NA,NA,"40.5","52.5"
"1645","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","1600",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","<250um",NA,NA,NA,NA,6107.86506,4487.86506,1620,NA,NA,NA,NA,NA,"103.00","5.6",NA,NA,NA,"40.5","52.5"
"1646","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","250-2000um",NA,NA,NA,NA,14208.8481,10383.8481,3825,NA,NA,NA,NA,NA,"136.00","8.15",NA,NA,NA,"40.5","52.5"
"1647","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","250-2000um",NA,NA,NA,NA,9722.44927,7112.44927,2610,NA,NA,NA,NA,NA,"114.00","6.51",NA,NA,NA,"40.5","52.5"
"1648","111",NA,47.03,12.57,"lat-lon of Mt. Sonnblick, Austria","1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","20",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","<250um",NA,NA,NA,NA,7323.00549,5388.00549,1935,NA,NA,NA,NA,NA,"103.00","5.7",NA,NA,NA,"40.5","52.5"
"1649","111",NA,47.03,12.57,NA,"1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","15",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate",">1000 um",4110,395,2580,NA,49694.3527843012,31919.3527843012,17775,NA,NA,"2554","386",NA,"136",NA,"4.6",NA,"8.5","40.5","52.5"
"1650","111",NA,47.03,12.57,NA,"1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","15",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","250-1000 um",3770,395,2423,NA,46634.3527843012,28859.3527843012,17775,NA,NA,"2357","363",NA,"114",NA,"4.6",NA,"8.5","40.5","52.5"
"1651","111",NA,47.03,12.57,NA,"1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","15",NA,"Haplic Podzols","forest",NA,NA,NA,"aggregate","<250 um",3150,348,2046,NA,39542.6956175616,23882.6956175616,15660,NA,NA,"1990","319",NA,"103",NA,"4.7",NA,"8.5","40.5","52.5"
"1652","111",NA,47.03,12.57,NA,"2100",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","15",NA,"Haplic Podzols","grassland",NA,NA,NA,"bulk soil",NA,5190,754,3368,NA,70960.8405047168,37030.8405047168,33930,NA,NA,"3785","622",NA,"162",NA,"4.8",NA,"8.5","40.5","52.5"
"1653","111",NA,47.03,12.57,NA,"1600",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","15",NA,"Haplic Podzols","forest",NA,NA,NA,"bulk soil",NA,3300,162,2107,NA,34910.3927874856,27620.3927874856,7290,NA,NA,"1410","191",NA,"97",NA,"4.3",NA,"8.5","40.5","52.5"
"1654","111",NA,47.03,12.57,NA,"1300",2.24,1292.03,"polar","Temperate Conifer Forests",NA,NA,"0","15",NA,"Haplic Podzols","forest",NA,NA,NA,"bulk soil",NA,3110,222,1607,NA,35130.1678939617,25140.1678939617,9990,NA,NA,"1861","255",NA,"93",NA,"4.5",NA,"8.5","40.5","52.5"
"1655","112",NA,41.31,123.24,NA,"55",8.18,795.71,"snow","Temperate Broadleaf & Mixed Forests","cover crop",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,504,47,NA,NA,6047.65716673964,3932.65716673964,2115,NA,NA,NA,NA,NA,"10.5",NA,"5.38",NA,"20.67","66.37","13"
"1656","112",NA,41.31,123.24,NA,"55",8.18,795.71,"snow","Temperate Broadleaf & Mixed Forests","cover crop",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,552,52,NA,NA,6640.47175894599,4300.47175894599,2340,NA,NA,NA,NA,NA,"10.5",NA,"5.38",NA,"20.67","66.37","13"
"1657","112",NA,41.31,123.24,NA,"55",8.18,795.71,"snow","Temperate Broadleaf & Mixed Forests","cover crop",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,565,53,NA,NA,6789.63467738725,4404.63467738725,2385,NA,NA,NA,NA,NA,"10.5",NA,"5.38",NA,"20.67","66.37","13"
"1658","112",NA,41.31,123.24,NA,"55",8.18,795.71,"snow","Temperate Broadleaf & Mixed Forests","cover crop",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,578,55,NA,NA,6970.96051426979,4495.96051426979,2475,NA,NA,NA,NA,NA,"10.5",NA,"5.38",NA,"20.67","66.37","13"
"1659","112",NA,41.31,123.24,NA,"55",8.18,795.71,"snow","Temperate Broadleaf & Mixed Forests","cover crop",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,611,53,NA,NA,7203.63467738725,4818.63467738725,2385,NA,NA,NA,NA,NA,"10.5",NA,"5.38",NA,"20.67","66.37","13"
"1660","112",NA,41.31,123.24,NA,"55",8.18,795.71,"snow","Temperate Broadleaf & Mixed Forests","cover crop",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,594,55,NA,NA,7114.96051426979,4639.96051426979,2475,NA,NA,NA,NA,NA,"10.5",NA,"5.38",NA,"20.67","66.37","13"
"1661","112",NA,41.31,123.24,NA,"55",8.18,795.71,"snow","Temperate Broadleaf & Mixed Forests","cover crop",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,614,52,NA,NA,7198.47175894599,4858.47175894599,2340,NA,NA,NA,NA,NA,"10.5",NA,"5.38",NA,"20.67","66.37","13"
"1662","112",NA,41.31,123.24,NA,"55",8.18,795.71,"snow","Temperate Broadleaf & Mixed Forests","cover crop",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,637,54,NA,NA,7469.79759582852,5039.79759582852,2430,NA,NA,NA,NA,NA,"10.5",NA,"5.38",NA,"20.67","66.37","13"
"1663","112",NA,41.31,123.24,NA,"55",8.18,795.71,"snow","Temperate Broadleaf & Mixed Forests","cover crop",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,645,51,NA,NA,7445.30884050472,5150.30884050472,2295,NA,NA,NA,NA,NA,"10.5",NA,"5.38",NA,"20.67","66.37","13"
"1664","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Arable",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,645,53,NA,NA,7509.63467738725,5124.63467738725,2385,NA,NA,"248","41",NA,"14.90","1.43",NA,NA,"29.3","33","37.8"
"1665","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Arable, saline",NA,"0","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,102,15,NA,NA,1400.44377661903,725.443776619034,675,NA,NA,"104","12",NA,"4.60","0.41","6.9",NA,"16","59","15"
"1666","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Grassland",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,1293,94,NA,NA,14660.3143334793,10430.3143334793,4230,NA,NA,"904","167",NA,"41.70","3.49","9.1",NA,"13","54","30"
"1667","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Forest",NA,"0","10",NA,"Cambisol","forest",NA,NA,NA,"bulk soil",NA,1350,44,NA,NA,13565.1684114158,11585.1684114158,1980,NA,NA,"456","74",NA,"48.30","2.37","5.7",NA,"20","65","10"
"1668","113",NA,51.32,9.56,NA,"470",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Leptosol","cropland",NA,NA,NA,"bulk soil",NA,1023,59,NA,NA,11104.6121880349,8449.61218803487,2655,NA,NA,"717","125.8",NA,"20.00","2.41","4",NA,"12","70","15"
"1669","113",NA,51.32,9.56,NA,"470",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Luvisol","cropland",NA,NA,NA,"bulk soil",NA,445,43,NA,NA,5388.00549297456,3453.00549297456,1935,NA,NA,"229","53.9",NA,"10.80","1.14","7.69",NA,"6","51.4","42.5"
"1670","113",NA,51.2,9.51,NA,"278",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Luvisol","cropland",NA,NA,NA,"bulk soil",NA,425,40,NA,NA,5111.51673765076,3311.51673765076,1800,NA,NA,"225","41.4",NA,"9.80","1","6.56",NA,"5.6","76.3","18.1"
"1671","113",NA,50.51,11.44,NA,"600",7.29,590.43,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Luvisol","cropland",NA,NA,NA,"bulk soil",NA,614,50,NA,NA,7134.14592206345,4884.14592206345,2250,NA,NA,"235","41.2",NA,"10.30","1.2","6.49",NA,"5.9","76.7","17.4"
"1672","113",NA,50.51,11.44,NA,"600",7.29,590.43,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Fluvisol","cropland",NA,NA,NA,"bulk soil",NA,739,48,NA,NA,8194.82008518091,6034.82008518091,2160,NA,NA,"261","48.1",NA,"15.60","1.81","7.2",NA,"19.1","70.6","10.3"
"1673","113",NA,50.51,11.44,NA,"600",7.29,590.43,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Fluvisol","cropland",NA,NA,NA,"bulk soil",NA,896,62,NA,NA,10058.1009433587,7268.10094335868,2790,NA,NA,"311","47.9",NA,"28.20","2.91","7.59",NA,"20","66.3","13.8"
"1674","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Different sample sites",NA,"0","10",NA,"Andosol","cropland",NA,NA,NA,"bulk soil",NA,616,59,NA,NA,7441.61218803487,4786.61218803487,2655,NA,NA,"206","26.3",NA,"12.10","0.61","7.69",NA,"10.8","68","21.2"
"1675","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Different sample sites",NA,"0","10",NA,"Andosol","cropland",NA,NA,NA,"bulk soil",NA,853,81,NA,NA,10282.1963937428,6637.19639374279,3645,NA,NA,"179",NA,NA,"18.20","1.55","6.52",NA,"76.1","20","4"
"1676","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Different sample sites",NA,"0","10",NA,"Andosol","cropland",NA,NA,NA,"bulk soil",NA,68,10,NA,NA,933.62918441269,483.62918441269,450,NA,NA,"41","3.7",NA,"2.00","0.06","6.27",NA,"76","21.5","2.5"
"1677","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Different sample sites",NA,"0","10",NA,"Andosol","cropland",NA,NA,NA,"bulk soil",NA,1196,152,NA,NA,15652.7636030729,8812.76360307288,6840,NA,NA,"576","41",NA,"38.40","3.28","6.87",NA,"76.1","19.7","4.2"
"1678","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Different sample sites",NA,"0","10",NA,"Andosol","cropland",NA,NA,NA,"bulk soil",NA,404,51,NA,NA,5276.30884050472,2981.30884050472,2295,NA,NA,"86","12.6",NA,"14.10","1.02","6.79",NA,"76.1","20.4","3.6"
"1679","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Different sample sites",NA,"0","10",NA,"Andosol","cropland",NA,NA,NA,"bulk soil",NA,342,38,NA,NA,4300.19090076822,2590.19090076822,1710,NA,NA,"63","9.3",NA,"19.10","1.16","6.5",NA,"76.1","20.4","3.6"
"1680","113",NA,42.36,-5.34,NA,"823",11.42,529.72,"temperate","Mediterranean Forests, Woodlands & Scrub","Different sample sites",NA,"0","10",NA,"Andosol","cropland",NA,NA,NA,"bulk soil",NA,420,48,NA,NA,5323.82008518091,3163.82008518091,2160,NA,NA,"98","10.9",NA,"13.00","0.99","6.41",NA,"76.1","20.4","3.6"
"1681","113",NA,51.21,11.06,NA,"132",8.18,509.17,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Luvisol","cropland",NA,NA,NA,"bulk soil",NA,710,55,NA,NA,8158.96051426979,5683.96051426979,2475,NA,NA,"291","46.9",NA,"11.70","1.31","6.45",NA,"76.1","20.4","3.6"
"1682","113",NA,51.32,9.56,NA,"470",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Phaeozem","cropland",NA,NA,NA,"bulk soil",NA,931,115,NA,NA,12077.7356207459,6902.73562074593,5175,NA,NA,"336","36.8",NA,"18.00","1.86","7.47",NA,"2.8","79.3","17.9"
"1683","113",NA,51.32,9.56,NA,"470",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Chernozem","cropland",NA,NA,NA,"bulk soil",NA,1260,123,NA,NA,15296.0389682761,9761.03896827608,5535,NA,NA,"544","107.4",NA,"38.90","3.23","7.57",NA,"5.9","69.4","24.7"
"1684","113",NA,51.32,9.56,NA,"470",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Luvisol","cropland",NA,NA,NA,"bulk soil",NA,607,47,NA,NA,6974.65716673964,4859.65716673964,2115,NA,NA,"279","53.7",NA,"13.90","1.55","7.95",NA,"3.9","77.6","18.6"
"1685","113",NA,51.32,9.56,NA,"470",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Cambisol","cropland",NA,NA,NA,"bulk soil",NA,673,78,NA,NA,8565.70763841898,5055.70763841898,3510,NA,NA,"364","38.3",NA,"18.80","1.59","7.86",NA,"7.3","70.6","22.2"
"1686","113",NA,33.54,72.29,NA,"414",22.76,573.58,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonchak","cropland",NA,NA,NA,"bulk soil",NA,127,27,NA,NA,2011.39879791426,796.398797914262,1215,NA,NA,"108","7.4",NA,"7.60","0.9","6.84",NA,"8.5","51","40.5"
"1687","113",NA,32.05,72.4,NA,"173",24.55,345.13,"arid","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,45,15,NA,NA,887.443776619034,212.443776619034,675,NA,NA,"96","13.9",NA,"5.50","0.41","10.51",NA,"24.6","69.2","6.3"
"1688","113",NA,32.05,72.4,NA,"173",24.55,345.13,"arid","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,54,15,NA,NA,968.443776619034,293.443776619034,675,NA,NA,"82","11.2",NA,"3.20","0.39","9.67",NA,"23.6","64","12.4"
"1689","113",NA,32.05,72.4,NA,"173",24.55,345.13,"arid","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,102,17,NA,NA,1464.76961350157,699.769613501572,765,NA,NA,"108","15.1",NA,"3.80","0.4","9.59",NA,"39.5","45.8","14.8"
"1690","113",NA,32.05,72.4,NA,"173",24.55,345.13,"arid","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,168,28,NA,NA,2412.56171635553,1152.56171635553,1260,NA,NA,"148","12.3",NA,"6.80","0.78","9.24",NA,"45.4","44.1","10.5"
"1691","113",NA,32.05,72.4,NA,"173",24.55,345.13,"arid","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,48,13,NA,NA,850.117939736497,265.117939736496,585,NA,NA,"76","9.8",NA,"5.50","0.45","8.44",NA,"14","73.3","12.7"
"1692","113",NA,32.09,74.11,NA,"219",23.83,661.94,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,25,6,NA,NA,417.977510647614,147.977510647614,270,NA,NA,"59","4.3",NA,"1.90","0.23","8.08",NA,"10","73.8","16.3"
"1693","113",NA,32.09,74.11,NA,"219",23.83,661.94,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,149,22,NA,NA,2048.58420570792,1058.58420570792,990,NA,NA,"104","7.4",NA,"4.50","0.38","9.91",NA,"55.1","31.7","13.2"
"1694","113",NA,32.09,74.11,NA,"219",23.83,661.94,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,111,9,NA,NA,1288.46626597142,883.466265971421,405,NA,NA,"97","12.1",NA,"4.30","0.41","8.69",NA,"38.9","45.7","15.4"
"1695","113",NA,32.09,74.11,NA,"219",23.83,661.94,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,96,12,NA,NA,1249.95502129523,709.955021295227,540,NA,NA,"81","10.1",NA,"2.60","0.37","8.45",NA,"82.4","11.2","6.4"
"1696","113",NA,32.09,74.11,NA,"219",23.83,661.94,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,174,30,NA,NA,2530.88755323807,1180.88755323807,1350,NA,NA,"227","17.2",NA,"6.80","0.71","8.87",NA,"66.4","25.2","8.4"
"1697","113",NA,32.09,74.11,NA,"219",23.83,661.94,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,147,19,NA,NA,1934.09545038411,1079.09545038411,855,NA,NA,"107","14.5",NA,"6.60","0.58","8.93",NA,"44.2","37.7","18.1"
"1698","113",NA,32.09,74.11,NA,"219",23.83,661.94,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,82,10,NA,NA,1059.62918441269,609.629184412689,450,NA,NA,"104","10.5",NA,"4.60","0.44","9.1",NA,"28.4","57.1","14.5"
"1699","113",NA,32.09,74.11,NA,"219",23.83,661.94,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,93,11,NA,NA,1190.79210285396,695.792102853958,495,NA,NA,"124","13.3",NA,"3.70","0.4","9.21",NA,"30.1","54.3","15.6"
"1700","113",NA,32.09,74.11,NA,"219",23.83,661.94,"temperate","Deserts & Xeric Shrublands","Different sample sites",NA,"0","10",NA,"Solonetz","cropland",NA,NA,NA,"bulk soil",NA,162,22,NA,NA,2165.58420570792,1175.58420570792,990,NA,NA,"116","18.5",NA,"5.40","0.55","9.33",NA,"25.7","62.2","12.2"
"1701","113",NA,51.32,9.56,NA,"470",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Cambisol","grassland",NA,NA,NA,"bulk soil",NA,485,27,NA,NA,5233.39879791426,4018.39879791426,1215,NA,NA,"234","44.7",NA,"11.80","0.95","8.24",NA,"25.2","64.7","10.1"
"1702","113",NA,51.32,9.56,NA,"470",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Luvisol","grassland",NA,NA,NA,"bulk soil",NA,1236,128,NA,NA,15240.8535604824,9480.85356048243,5760,NA,NA,"424","69.2",NA,"18.20","1.59","4.78",NA,"63.8","26.8","9.4"
"1703","113",NA,50.53,10,NA,"581",8.41,684.45,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Fluvisol","grassland",NA,NA,NA,"bulk soil",NA,878,62,NA,NA,9896.10094335868,7106.10094335868,2790,NA,NA,"1594","211.9",NA,"45.40","3.58","5.98",NA,"7.6","68.7","23.7"
"1704","113",NA,51.2,9.51,NA,"278",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Andosol","grassland",NA,NA,NA,"bulk soil",NA,2274,138,NA,NA,24904.4827448951,18694.4827448951,6210,NA,NA,"899","167.1",NA,"54.80","4.56","5.22",NA,"54","23.6","22.4"
"1705","113",NA,51.2,9.51,NA,"278",7.08,684.49,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Luvisol","grassland",NA,NA,NA,"bulk soil",NA,1556,106,NA,NA,17413.2693547745,12643.2693547745,4770,NA,NA,"909","149.2",NA,"31.30","2.71","4.89",NA,"20.2","61.3","18.5"
"1706","113",NA,50.51,11.44,NA,"600",7.29,590.43,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Fluvisol","grassland",NA,NA,NA,"bulk soil",NA,1082,57,NA,NA,11571.2863511523,9006.28635115233,2565,NA,NA,"336","50.1",NA,"34.90","2.68","5.51",NA,"5.9","76.7","17.4"
"1707","113",NA,50.51,11.44,NA,"600",7.29,590.43,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Fluvisol","grassland",NA,NA,NA,"bulk soil",NA,1351,68,NA,NA,14346.0784540063,11286.0784540063,3060,NA,NA,"419","59.7",NA,"45.40","3.64","7.77",NA,"10.1","69.5","20.4"
"1708","113",NA,50.51,11.44,NA,"600",7.29,590.43,"temperate","Temperate Broadleaf & Mixed Forests","Different sample sites",NA,"0","10",NA,"Fluvisol","grassland",NA,NA,NA,"bulk soil",NA,1078,56,NA,NA,11503.1234327111,8983.12343271106,2520,NA,NA,"397","58.7",NA,"35.50","3.16","7.49",NA,"10.1","69.5","20.4"
