ACTION,AS_units,AS_COMPLETION,ROW_COMPLETION,skip,checked_for_duplicates,row_number,Source,Source DOI,author,author_doi,data_location,sample,notes,notes1,notes2,treatment_OLD,treatment,treatment_NOTES,treatment_level,latitude,longitude,lat_lon_notes,location,elevation_m,lyrtop_cm,lyrbot_cm,horizon,soil_type,ecosystem,wetland_type,aridity,plant_species,MAP(mm),MAT(°),Duration (year),year_sampled,fraction_scheme,aggregate_size_OLD,aggregate_size,amino_sugars,AS_units,gluN,gluN_units,murA,murA_units,galN,galN_units,manN,manN_units,microbial_necromass_C,MNC_units,fungal_necromass_C,FNC_units,bacterial_necromass_C,BNC_units,bacterial_biomass_C,bbc_units,fungal_biomass_C,fbc_units,microbial_biomass_C,MBC-units,microbial_biomass_N,MBN-units,soc,SOC_units,soil_C,TC_units,soil_N,TN_units,soil C/N,pH,pH_method,clay,silt,sand,texture,bulk_density,Method,other_variables_available
checked?,,,,,,2,,,,,,,,,,check,,,check,,,,,,,,,,checked,checked,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET UNITS,,GET UNITS,,GET UNITS,CHECK UNITS,,CHECK UNITS,,,,,,,,,,,
,,,,,Y,2,,,,,,,,,,,,,,,,,,m,cm,cm,,,,,,,,,,,bulk vs. aggregate,,,,,ug/g = mg/kg,,,,,,,,mg/kg,,mg/kg,,mg/kg,,,ug/g,,ug/g,mg/kg soil,,mg/kg soil,,,,mg/g = g/kg,,mg/g = g/kg,,,,,,,,,gcm3,,
,,,,,,3,STUDY,,,,,,,,,EXPERIMENTAL,,,,,,,,,,,,,,,,,,,,,,,,AMINO SUGARS,,,,,,,,,,NECROMASS,,,,,,BIOMASS,,,,,,,,SOIL,,,,,,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,8-year 250-2000µm,,,,chronosequence,stand age,N/A,8-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,250-2000µm,0.250-2mm,100,ug/g,50,ug/g,3,ug/g,30,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,36.64,mg/kg,7.51,mg/kg,N/A,,,N/A,0.91,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,8-year <250µm,,,,chronosequence,stand age,N/A,8-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,<250µm,<0.250mm,70,ug/g,30,ug/g,3,ug/g,20,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,32.12,mg/kg,6.47,mg/kg,N/A,,,N/A,0.82,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,10-year >2000µm,,,,chronosequence,stand age,N/A,10-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,>2000µm,>2mm,150,ug/g,110,ug/g,6,ug/g,50,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,54.75,mg/kg,11.76,mg/kg,N/A,,,N/A,1.12,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,10-year 250-2000µm,,,,chronosequence,stand age,N/A,10-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,250-2000µm,0.250-2mm,100,ug/g,50,ug/g,3,ug/g,30,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,36.25,mg/kg,7.45,mg/kg,N/A,,,N/A,0.9,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,10-year <250µm,,,,chronosequence,stand age,N/A,10-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,<250µm,<0.250mm,100,ug/g,50,ug/g,3,ug/g,30,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,32.89,mg/kg,7.41,mg/kg,N/A,,,N/A,0.74,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,20-year >2000µm,,,,chronosequence,stand age,N/A,20-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,>2000µm,>2mm,150,ug/g,100,ug/g,6,ug/g,50,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,62.68,mg/kg,14.41,mg/kg,N/A,,,N/A,1.18,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,20-year 250-2000µm,,,,chronosequence,stand age,N/A,20-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,250-2000µm,0.250-2mm,100,ug/g,80,ug/g,3,ug/g,30,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,42.09,mg/kg,8.95,mg/kg,N/A,,,N/A,0.98,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,20-year <250µm,,,,chronosequence,stand age,N/A,20-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,<250µm,<0.250mm,80,ug/g,50,ug/g,3,ug/g,20,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,34.21,mg/kg,7.84,mg/kg,N/A,,,N/A,0.84,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,33-year >2000µm,,,,chronosequence,stand age,N/A,33-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,>2000µm,>2mm,160,ug/g,130,ug/g,8,ug/g,60,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,81.04,mg/kg,16.8,mg/kg,N/A,,,N/A,1.51,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,33-year 250-2000µm,,,,chronosequence,stand age,N/A,33-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,250-2000µm,0.250-2mm,100,ug/g,70,ug/g,5,ug/g,40,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,52.04,mg/kg,11.14,mg/kg,N/A,,,N/A,1.09,g/kg,,,,,,,,,,
,,,,,,,,,Yuan et al. 2026,https://doi.org/10.1007/s11104-026-08676-4,Fig,33-year <250µm,,,,chronosequence,stand age,N/A,33-year,39.53692° N,112.25478° E,,"Pingshuo opencast coal mine in Shuozhou City, Shanxi Province, China",,,20,N/A,N/A,N/A,N/A,,"Ulmus pumila, Robinia pseudoacacia, Pinus tabuliformis",,,,2023,aggregate,<250µm,<0.250mm,100,ug/g,50,ug/g,3,ug/g,30,ug/g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,46.76,mg/kg,9.92,mg/kg,N/A,,,N/A,0.97,g/kg,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,Parameter,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Total MNC,,FNC,,BNC,,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mg kg⁻¹,,mg kg⁻¹,,mg kg⁻¹,,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,70% FC Straw,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6500,mg/kg,5400,mg/kg,1000,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,70% FC Biochar,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6300,mg/kg,5200,mg/kg,1050,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,70% FC Manure,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6500,mg/kg,5300,mg/kg,1100,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,70% FC Control,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6200,mg/kg,5100,mg/kg,1000,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,50% FC Straw,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6500,mg/kg,5200,mg/kg,1200,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,50% FC Biochar,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6300,mg/kg,5100,mg/kg,1100,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,50% FC Manure,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6100,mg/kg,5000,mg/kg,1000,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,50% FC Control,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6100,mg/kg,5000,mg/kg,1000,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,30% FC Straw,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7500,mg/kg,6000,mg/kg,1400,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,30% FC Biochar,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6700,mg/kg,5400,mg/kg,1200,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,30% FC Manure,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6500,mg/kg,5100,mg/kg,1300,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
microcosm,,,,microcosm,,,,,Wang et al. 2026,https://doi.org/10.1016/j.eti.2026.104951,Fig,,,,,organic amendment,amendment,,30% FC Control,123.63°E,41.91°N,,,,0,20,,Fluvic Cambisol,cropland,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6400,mg/kg,5200,mg/kg,1100,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DR: double rice,26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4000,??,2000,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.2262,g/kg,,,1.98,g/kg,,6.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrnt: rice-rapeseed, no till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5000,??,2500,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.9174,g/kg,,,2.22,g/kg,,6.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrt: rice-rapeseed, till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5000,??,3000,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.775,g/kg,,,2.25,g/kg,,6.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRr: double rice-rapeseed,26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6000,??,3500,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.8385,g/kg,,,2.85,g/kg,,6.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRm: double rice-chinese milk vetch,26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6000,??,3500,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.7824,g/kg,,,2.48,g/kg,,6.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DR: double rice,26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2000,??,500,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1168,g/kg,,,1.39,g/kg,,7.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrnt: rice-rapeseed, no till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2000,??,1000,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.7376,g/kg,,,1.72,g/kg,,6.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrt: rice-rapeseed, till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000,??,1000,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.255,g/kg,,,1.75,g/kg,,6.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRr: double rice-rapeseed,26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000,??,1000,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8938,g/kg,,,1.83,g/kg,,7.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRm: double rice-chinese milk vetch,26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,bulk soil,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000,??,1000,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.076,g/kg,,,1.95,g/kg,,7.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DR: double rice,26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500,??,200,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrnt: rice-rapeseed, no till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,700,??,350,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrt: rice-rapeseed, till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,800,??,400,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRr: double rice-rapeseed,26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,900,??,450,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRm: double rice-chinese milk vetch,26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000,??,500,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DR: double rice,26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,300,??,100,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrnt: rice-rapeseed, no till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,300,??,150,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrt: rice-rapeseed, till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,??,200,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRr: double rice-rapeseed,26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,??,200,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DRm: double rice-chinese milk vetch,26°53′5″N,112°29′36″E,N/A,N/A,N/A,20,40,N/A,N/A,cropland,N/A,,N/A,,,,2022,POM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,??,200,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,DR: double rice,26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000,??,1000,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,Xia et al. 2026,https://doi.org/10.1016/j.still.2026.107199,Fig,,,,,crop rotation,cropping,N/A,"Rrnt: rice-rapeseed, no till",26°53′5″N,112°29′36″E,N/A,N/A,N/A,0,20,N/A,N/A,cropland,N/A,,N/A,,,,2022,MAOM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3500,??,1500,??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
